token	company	director	label
her	AMAZON.COM INC	2.0	O
customer	AMAZON.COM INC	2.0	O
experience	AMAZON.COM INC	2.0	O
skills	AMAZON.COM INC	2.0	O
.	AMAZON.COM INC	2.0	O
			
Jamie	AMAZON.COM INC	3.0	B-PERSON
S.	AMAZON.COM INC	3.0	I-PERSON
Gorelick	AMAZON.COM INC	3.0	I-PERSON
,	AMAZON.COM INC	3.0	O
age	AMAZON.COM INC	3.0	B-DATE
68	AMAZON.COM INC	3.0	I-DATE
,	AMAZON.COM INC	3.0	O
has	AMAZON.COM INC	3.0	O
been	AMAZON.COM INC	3.0	O
a	AMAZON.COM INC	3.0	O
director	AMAZON.COM INC	3.0	B-TITLE
since	AMAZON.COM INC	3.0	O
February	AMAZON.COM INC	3.0	B-DATE
2012	AMAZON.COM INC	3.0	I-DATE
.	AMAZON.COM INC	3.0	O
			
Ms.	AMAZON.COM INC	3.0	O
Gorelick	AMAZON.COM INC	3.0	B-PERSON
has	AMAZON.COM INC	3.0	O
been	AMAZON.COM INC	3.0	O
a	AMAZON.COM INC	3.0	O
partner	AMAZON.COM INC	3.0	O
with	AMAZON.COM INC	3.0	O
the	AMAZON.COM INC	3.0	O
law	AMAZON.COM INC	3.0	O
firm	AMAZON.COM INC	3.0	O
Wilmer	AMAZON.COM INC	3.0	B-ORG
Cutler	AMAZON.COM INC	3.0	I-ORG
Pickering	AMAZON.COM INC	3.0	I-ORG
Hale	AMAZON.COM INC	3.0	I-ORG
and	AMAZON.COM INC	3.0	I-ORG
Dorr	AMAZON.COM INC	3.0	I-ORG
LLP	AMAZON.COM INC	3.0	I-ORG
since	AMAZON.COM INC	3.0	O
July	AMAZON.COM INC	3.0	B-DATE
2003	AMAZON.COM INC	3.0	I-DATE
.	AMAZON.COM INC	3.0	O
			
Ms.	AMAZON.COM INC	3.0	O
Gorelick	AMAZON.COM INC	3.0	B-PERSON
s	AMAZON.COM INC	3.0	O
individual	AMAZON.COM INC	3.0	O
qualifications	AMAZON.COM INC	3.0	O
and	AMAZON.COM INC	3.0	O
skills	AMAZON.COM INC	3.0	O
as	AMAZON.COM INC	3.0	O
a	AMAZON.COM INC	3.0	O
director	AMAZON.COM INC	3.0	B-TITLE
include	AMAZON.COM INC	3.0	O
her	AMAZON.COM INC	3.0	O
experience	AMAZON.COM INC	3.0	O
as	AMAZON.COM INC	3.0	O
a	AMAZON.COM INC	3.0	O
lawyer	AMAZON.COM INC	3.0	B-TITLE
,	AMAZON.COM INC	3.0	O
her	AMAZON.COM INC	3.0	O
leadership	AMAZON.COM INC	3.0	O
experience	AMAZON.COM INC	3.0	O
in	AMAZON.COM INC	3.0	O
senior	AMAZON.COM INC	3.0	O
governmental	AMAZON.COM INC	3.0	O
positions	AMAZON.COM INC	3.0	O
,	AMAZON.COM INC	3.0	O
including	AMAZON.COM INC	3.0	O
experience	AMAZON.COM INC	3.0	O
with	AMAZON.COM INC	3.0	O
regulatory	AMAZON.COM INC	3.0	O
and	AMAZON.COM INC	3.0	O
compliance	AMAZON.COM INC	3.0	O
matters	AMAZON.COM INC	3.0	O
,	AMAZON.COM INC	3.0	O
as	AMAZON.COM INC	3.0	O
well	AMAZON.COM INC	3.0	O
as	AMAZON.COM INC	3.0	O
her	AMAZON.COM INC	3.0	O
customer	AMAZON.COM INC	3.0	O
experience	AMAZON.COM INC	3.0	O
skills	AMAZON.COM INC	3.0	O
and	AMAZON.COM INC	3.0	O
skills	AMAZON.COM INC	3.0	O
relating	AMAZON.COM INC	3.0	O
to	AMAZON.COM INC	3.0	O
public	AMAZON.COM INC	3.0	O
policy	AMAZON.COM INC	3.0	O
and	AMAZON.COM INC	3.0	O
financial	AMAZON.COM INC	3.0	O
statement	AMAZON.COM INC	3.0	O
and	AMAZON.COM INC	3.0	O
accounting	AMAZON.COM INC	3.0	O
matters	AMAZON.COM INC	3.0	O
.	AMAZON.COM INC	3.0	O
			
Judith	AMAZON.COM INC	4.0	B-PERSON
A.	AMAZON.COM INC	4.0	I-PERSON
McGrath	AMAZON.COM INC	4.0	I-PERSON
,	AMAZON.COM INC	4.0	O
age	AMAZON.COM INC	4.0	B-DATE
66	AMAZON.COM INC	4.0	I-DATE
,	AMAZON.COM INC	4.0	O
has	AMAZON.COM INC	4.0	O
been	AMAZON.COM INC	4.0	O
a	AMAZON.COM INC	4.0	O
director	AMAZON.COM INC	4.0	B-TITLE
since	AMAZON.COM INC	4.0	O
July	AMAZON.COM INC	4.0	B-DATE
2014	AMAZON.COM INC	4.0	I-DATE
.	AMAZON.COM INC	4.0	O
			
Ms.	AMAZON.COM INC	4.0	O
McGrath	AMAZON.COM INC	4.0	B-PERSON
serves	AMAZON.COM INC	4.0	O
as	AMAZON.COM INC	4.0	O
a	AMAZON.COM INC	4.0	O
senior	AMAZON.COM INC	4.0	B-TITLE
advisor	AMAZON.COM INC	4.0	B-TITLE
to	AMAZON.COM INC	4.0	O
Astronauts	AMAZON.COM INC	4.0	B-ORG
Wanted	AMAZON.COM INC	4.0	I-ORG
*	AMAZON.COM INC	4.0	I-ORG
No	AMAZON.COM INC	4.0	I-ORG
experience	AMAZON.COM INC	4.0	I-ORG
necessary	AMAZON.COM INC	4.0	I-ORG
,	AMAZON.COM INC	4.0	O
a	AMAZON.COM INC	4.0	O
multimedia	AMAZON.COM INC	4.0	O
joint	AMAZON.COM INC	4.0	O
venture	AMAZON.COM INC	4.0	O
that	AMAZON.COM INC	4.0	O
Ms.	AMAZON.COM INC	4.0	O
McGrath	AMAZON.COM INC	4.0	B-PERSON
formed	AMAZON.COM INC	4.0	O
with	AMAZON.COM INC	4.0	O
Sony	AMAZON.COM INC	4.0	B-ORG
Music	AMAZON.COM INC	4.0	I-ORG
Entertainment	AMAZON.COM INC	4.0	I-ORG
,	AMAZON.COM INC	4.0	O
and	AMAZON.COM INC	4.0	O
served	AMAZON.COM INC	4.0	O
as	AMAZON.COM INC	4.0	O
President	AMAZON.COM INC	4.0	B-TITLE
of	AMAZON.COM INC	4.0	O
Astronauts	AMAZON.COM INC	4.0	B-ORG
Wanted	AMAZON.COM INC	4.0	I-ORG
from	AMAZON.COM INC	4.0	O
June	AMAZON.COM INC	4.0	B-DATE
2013	AMAZON.COM INC	4.0	I-DATE
to	AMAZON.COM INC	4.0	I-DATE
March	AMAZON.COM INC	4.0	I-DATE
of	AMAZON.COM INC	4.0	I-DATE
2018	AMAZON.COM INC	4.0	I-DATE
.	AMAZON.COM INC	4.0	O
			
The	AMAZON.COM INC	4.0	O
company	AMAZON.COM INC	4.0	O
is	AMAZON.COM INC	4.0	O
currently	AMAZON.COM INC	4.0	O
a	AMAZON.COM INC	4.0	O
subsidiary	AMAZON.COM INC	4.0	O
of	AMAZON.COM INC	4.0	O
Sony	AMAZON.COM INC	4.0	B-ORG
Pictures	AMAZON.COM INC	4.0	I-ORG
Television	AMAZON.COM INC	4.0	I-ORG
.	AMAZON.COM INC	4.0	O
			
Ms.	AMAZON.COM INC	4.0	O
McGrath	AMAZON.COM INC	4.0	B-PERSON
served	AMAZON.COM INC	4.0	O
as	AMAZON.COM INC	4.0	O
Chair	AMAZON.COM INC	4.0	B-TITLE
and	AMAZON.COM INC	4.0	O
Chief	AMAZON.COM INC	4.0	B-TITLE
Executive	AMAZON.COM INC	4.0	I-TITLE
Officer	AMAZON.COM INC	4.0	I-TITLE
of	AMAZON.COM INC	4.0	O
MTV	AMAZON.COM INC	4.0	B-ORG
Networks	AMAZON.COM INC	4.0	I-ORG
Entertainment	AMAZON.COM INC	4.0	I-ORG
Group	AMAZON.COM INC	4.0	I-ORG
worldwide	AMAZON.COM INC	4.0	O
,	AMAZON.COM INC	4.0	O
a	AMAZON.COM INC	4.0	O
division	AMAZON.COM INC	4.0	O
of	AMAZON.COM INC	4.0	O
Viacom	AMAZON.COM INC	4.0	B-ORG
,	AMAZON.COM INC	4.0	I-ORG
Inc.	AMAZON.COM INC	4.0	I-ORG
,	AMAZON.COM INC	4.0	O
including	AMAZON.COM INC	4.0	O
Comedy	AMAZON.COM INC	4.0	B-ORG
Central	AMAZON.COM INC	4.0	I-ORG
and	AMAZON.COM INC	4.0	O
Nickelodeon	AMAZON.COM INC	4.0	B-ORG
,	AMAZON.COM INC	4.0	O
from	AMAZON.COM INC	4.0	O
July	AMAZON.COM INC	4.0	B-DATE
2004	AMAZON.COM INC	4.0	I-DATE
until	AMAZON.COM INC	4.0	I-DATE
May	AMAZON.COM INC	4.0	I-DATE
2011	AMAZON.COM INC	4.0	I-DATE
.	AMAZON.COM INC	4.0	O
			
She	AMAZON.COM INC	4.0	O
was	AMAZON.COM INC	4.0	O
part	AMAZON.COM INC	4.0	O
of	AMAZON.COM INC	4.0	O
the	AMAZON.COM INC	4.0	O
original	AMAZON.COM INC	4.0	O
founder	AMAZON.COM INC	4.0	O
and	AMAZON.COM INC	4.0	O
launch	AMAZON.COM INC	4.0	O
team	AMAZON.COM INC	4.0	O
for	AMAZON.COM INC	4.0	O
MTV	AMAZON.COM INC	4.0	B-ORG
.	AMAZON.COM INC	4.0	O
			
Ms.	AMAZON.COM INC	4.0	O
McGrath	AMAZON.COM INC	4.0	B-PERSON
s	AMAZON.COM INC	4.0	O
individual	AMAZON.COM INC	4.0	O
qualifications	AMAZON.COM INC	4.0	O
and	AMAZON.COM INC	4.0	O
skills	AMAZON.COM INC	4.0	O
as	AMAZON.COM INC	4.0	O
a	AMAZON.COM INC	4.0	O
director	AMAZON.COM INC	4.0	B-TITLE
include	AMAZON.COM INC	4.0	O
her	AMAZON.COM INC	4.0	O
leadership	AMAZON.COM INC	4.0	O
and	AMAZON.COM INC	4.0	O
multimedia	AMAZON.COM INC	4.0	O
operations	AMAZON.COM INC	4.0	O
experience	AMAZON.COM INC	4.0	O
as	AMAZON.COM INC	4.0	O
a	AMAZON.COM INC	4.0	O
longtime	AMAZON.COM INC	4.0	O
senior	AMAZON.COM INC	4.0	B-TITLE
executive	AMAZON.COM INC	4.0	I-TITLE
of	AMAZON.COM INC	4.0	O
MTV	AMAZON.COM INC	4.0	B-ORG
Networks	AMAZON.COM INC	4.0	I-ORG
Entertainment	AMAZON.COM INC	4.0	I-ORG
Group	AMAZON.COM INC	4.0	I-ORG
,	AMAZON.COM INC	4.0	O
through	AMAZON.COM INC	4.0	O
which	AMAZON.COM INC	4.0	O
she	AMAZON.COM INC	4.0	O
gained	AMAZON.COM INC	4.0	O
experience	AMAZON.COM INC	4.0	O
with	AMAZON.COM INC	4.0	O
content	AMAZON.COM INC	4.0	O
creation	AMAZON.COM INC	4.0	O
,	AMAZON.COM INC	4.0	O
advertising	AMAZON.COM INC	4.0	O
,	AMAZON.COM INC	4.0	O
and	AMAZON.COM INC	4.0	O
content	AMAZON.COM INC	4.0	O
distribution	AMAZON.COM INC	4.0	O
,	AMAZON.COM INC	4.0	O
as	AMAZON.COM INC	4.0	O
well	AMAZON.COM INC	4.0	O
as	AMAZON.COM INC	4.0	O
her	AMAZON.COM INC	4.0	O
customer	AMAZON.COM INC	4.0	O
experience	AMAZON.COM INC	4.0	O
skills	AMAZON.COM INC	4.0	O
.	AMAZON.COM INC	4.0	O
			
Ms.	AMAZON.COM INC	4.0	O
McGrath	AMAZON.COM INC	4.0	B-PERSON
further	AMAZON.COM INC	4.0	O
honed	AMAZON.COM INC	4.0	O
her	AMAZON.COM INC	4.0	O
digital	AMAZON.COM INC	4.0	O
and	AMAZON.COM INC	4.0	O
entrepreneurial	AMAZON.COM INC	4.0	O
experience	AMAZON.COM INC	4.0	O
with	AMAZON.COM INC	4.0	O
global	AMAZON.COM INC	4.0	O
customers	AMAZON.COM INC	4.0	O
in	AMAZON.COM INC	4.0	O
her	AMAZON.COM INC	4.0	O
role	AMAZON.COM INC	4.0	O
at	AMAZON.COM INC	4.0	O
Astronauts	AMAZON.COM INC	4.0	B-ORG
Wanted	AMAZON.COM INC	4.0	I-ORG
*	AMAZON.COM INC	4.0	I-ORG
No	AMAZON.COM INC	4.0	I-ORG
experience	AMAZON.COM INC	4.0	I-ORG
necessary	AMAZON.COM INC	4.0	I-ORG
.	AMAZON.COM INC	4.0	O
			
Indra	AMAZON.COM INC	5.0	B-PERSON
K.	AMAZON.COM INC	5.0	I-PERSON
Nooyi	AMAZON.COM INC	5.0	I-PERSON
,	AMAZON.COM INC	5.0	O
age	AMAZON.COM INC	5.0	B-DATE
63	AMAZON.COM INC	5.0	I-DATE
,	AMAZON.COM INC	5.0	O
has	AMAZON.COM INC	5.0	O
been	AMAZON.COM INC	5.0	O
a	AMAZON.COM INC	5.0	O
director	AMAZON.COM INC	5.0	B-TITLE
since	AMAZON.COM INC	5.0	O
February	AMAZON.COM INC	5.0	B-DATE
2019	AMAZON.COM INC	5.0	I-DATE
.	AMAZON.COM INC	5.0	O
			
Ms.	AMAZON.COM INC	5.0	O
Nooyi	AMAZON.COM INC	5.0	B-PERSON
was	AMAZON.COM INC	5.0	O
the	AMAZON.COM INC	5.0	O
Chief	AMAZON.COM INC	5.0	B-TITLE
Executive	AMAZON.COM INC	5.0	I-TITLE
Officer	AMAZON.COM INC	5.0	I-TITLE
of	AMAZON.COM INC	5.0	O
PepsiCo	AMAZON.COM INC	5.0	B-ORG
,	AMAZON.COM INC	5.0	I-ORG
Inc.	AMAZON.COM INC	5.0	I-ORG
,	AMAZON.COM INC	5.0	O
a	AMAZON.COM INC	5.0	O
multinational	AMAZON.COM INC	5.0	O
food	AMAZON.COM INC	5.0	O
,	AMAZON.COM INC	5.0	O
snack	AMAZON.COM INC	5.0	O
,	AMAZON.COM INC	5.0	O
and	AMAZON.COM INC	5.0	O
beverage	AMAZON.COM INC	5.0	O
company	AMAZON.COM INC	5.0	O
,	AMAZON.COM INC	5.0	O
from	AMAZON.COM INC	5.0	O
October	AMAZON.COM INC	5.0	B-DATE
2006	AMAZON.COM INC	5.0	I-DATE
to	AMAZON.COM INC	5.0	I-DATE
October	AMAZON.COM INC	5.0	I-DATE
2018	AMAZON.COM INC	5.0	I-DATE
,	AMAZON.COM INC	5.0	O
where	AMAZON.COM INC	5.0	O
she	AMAZON.COM INC	5.0	O
also	AMAZON.COM INC	5.0	O
served	AMAZON.COM INC	5.0	O
as	AMAZON.COM INC	5.0	O
the	AMAZON.COM INC	5.0	O
Chairman	AMAZON.COM INC	5.0	B-TITLE
of	AMAZON.COM INC	5.0	O
its	AMAZON.COM INC	5.0	O
board	AMAZON.COM INC	5.0	B-ORG
of	AMAZON.COM INC	5.0	I-ORG
directors	AMAZON.COM INC	5.0	I-ORG
from	AMAZON.COM INC	5.0	O
May	AMAZON.COM INC	5.0	B-DATE
2007	AMAZON.COM INC	5.0	I-DATE
to	AMAZON.COM INC	5.0	I-DATE
February	AMAZON.COM INC	5.0	I-DATE
2019	AMAZON.COM INC	5.0	I-DATE
.	AMAZON.COM INC	5.0	O
			
She	AMAZON.COM INC	5.0	O
was	AMAZON.COM INC	5.0	O
elected	AMAZON.COM INC	5.0	O
to	AMAZON.COM INC	5.0	O
PepsiCo	AMAZON.COM INC	5.0	B-ORG
s	AMAZON.COM INC	5.0	O
board	AMAZON.COM INC	5.0	B-ORG
of	AMAZON.COM INC	5.0	I-ORG
directors	AMAZON.COM INC	5.0	I-ORG
and	AMAZON.COM INC	5.0	O
became	AMAZON.COM INC	5.0	O
its	AMAZON.COM INC	5.0	O
President	AMAZON.COM INC	5.0	B-TITLE
and	AMAZON.COM INC	5.0	O
Chief	AMAZON.COM INC	5.0	B-TITLE
Financial	AMAZON.COM INC	5.0	I-TITLE
Officer	AMAZON.COM INC	5.0	I-TITLE
in	AMAZON.COM INC	5.0	O
2001	AMAZON.COM INC	5.0	B-DATE
,	AMAZON.COM INC	5.0	O
and	AMAZON.COM INC	5.0	O
held	AMAZON.COM INC	5.0	O
leadership	AMAZON.COM INC	5.0	O
roles	AMAZON.COM INC	5.0	O
in	AMAZON.COM INC	5.0	O
finance	AMAZON.COM INC	5.0	O
,	AMAZON.COM INC	5.0	O
corporate	AMAZON.COM INC	5.0	O
strategy	AMAZON.COM INC	5.0	O
and	AMAZON.COM INC	5.0	O
development	AMAZON.COM INC	5.0	O
,	AMAZON.COM INC	5.0	O
and	AMAZON.COM INC	5.0	O
strategic	AMAZON.COM INC	5.0	O
planning	AMAZON.COM INC	5.0	O
after	AMAZON.COM INC	5.0	O
joining	AMAZON.COM INC	5.0	O
PepsiCo	AMAZON.COM INC	5.0	B-ORG
in	AMAZON.COM INC	5.0	O
1994	AMAZON.COM INC	5.0	B-DATE
.	AMAZON.COM INC	5.0	O
			
Ms.	AMAZON.COM INC	5.0	O
Nooyi	AMAZON.COM INC	5.0	B-PERSON
has	AMAZON.COM INC	5.0	O
served	AMAZON.COM INC	5.0	O
as	AMAZON.COM INC	5.0	O
a	AMAZON.COM INC	5.0	O
director	AMAZON.COM INC	5.0	B-TITLE
of	AMAZON.COM INC	5.0	O
Schlumberger	AMAZON.COM INC	5.0	B-ORG
Limited	AMAZON.COM INC	5.0	I-ORG
since	AMAZON.COM INC	5.0	O
April	AMAZON.COM INC	5.0	B-DATE
2015	AMAZON.COM INC	5.0	I-DATE
