token	company	director	label
Berkshire	BERKSHIRE HATHAWAY INC-CL B	11
.	BERKSHIRE HATHAWAY INC-CL B	11

In	BERKSHIRE HATHAWAY INC-CL B	11
2011	BERKSHIRE HATHAWAY INC-CL B	11
,	BERKSHIRE HATHAWAY INC-CL B	11
Mr.	BERKSHIRE HATHAWAY INC-CL B	11
Abel	BERKSHIRE HATHAWAY INC-CL B	11
was	BERKSHIRE HATHAWAY INC-CL B	11
elected	BERKSHIRE HATHAWAY INC-CL B	11
as	BERKSHIRE HATHAWAY INC-CL B	11
BHE	BERKSHIRE HATHAWAY INC-CL B	11
's	BERKSHIRE HATHAWAY INC-CL B	11
Chairman	BERKSHIRE HATHAWAY INC-CL B	11
and	BERKSHIRE HATHAWAY INC-CL B	11
was	BERKSHIRE HATHAWAY INC-CL B	11
elected	BERKSHIRE HATHAWAY INC-CL B	11
its	BERKSHIRE HATHAWAY INC-CL B	11
Executive	BERKSHIRE HATHAWAY INC-CL B	11
Chairman	BERKSHIRE HATHAWAY INC-CL B	11
on	BERKSHIRE HATHAWAY INC-CL B	11
January	BERKSHIRE HATHAWAY INC-CL B	11
10	BERKSHIRE HATHAWAY INC-CL B	11
,	BERKSHIRE HATHAWAY INC-CL B	11
2018	BERKSHIRE HATHAWAY INC-CL B	11
.	BERKSHIRE HATHAWAY INC-CL B	11

Mr.	BERKSHIRE HATHAWAY INC-CL B	11
Abel	BERKSHIRE HATHAWAY INC-CL B	11
also	BERKSHIRE HATHAWAY INC-CL B	11
serves	BERKSHIRE HATHAWAY INC-CL B	11
as	BERKSHIRE HATHAWAY INC-CL B	11
a	BERKSHIRE HATHAWAY INC-CL B	11
director	BERKSHIRE HATHAWAY INC-CL B	11
of	BERKSHIRE HATHAWAY INC-CL B	11
the	BERKSHIRE HATHAWAY INC-CL B	11
The	BERKSHIRE HATHAWAY INC-CL B	11
Kraft	BERKSHIRE HATHAWAY INC-CL B	11
Heinz	BERKSHIRE HATHAWAY INC-CL B	11
Company	BERKSHIRE HATHAWAY INC-CL B	11
and	BERKSHIRE HATHAWAY INC-CL B	11
AEGIS	BERKSHIRE HATHAWAY INC-CL B	11
Insurance	BERKSHIRE HATHAWAY INC-CL B	11
Services	BERKSHIRE HATHAWAY INC-CL B	11
Inc.	BERKSHIRE HATHAWAY INC-CL B	11
,	BERKSHIRE HATHAWAY INC-CL B	11
a	BERKSHIRE HATHAWAY INC-CL B	11
provider	BERKSHIRE HATHAWAY INC-CL B	11
of	BERKSHIRE HATHAWAY INC-CL B	11
property	BERKSHIRE HATHAWAY INC-CL B	11
and	BERKSHIRE HATHAWAY INC-CL B	11
liability	BERKSHIRE HATHAWAY INC-CL B	11
insurance	BERKSHIRE HATHAWAY INC-CL B	11
for	BERKSHIRE HATHAWAY INC-CL B	11
the	BERKSHIRE HATHAWAY INC-CL B	11
energy	BERKSHIRE HATHAWAY INC-CL B	11
industry	BERKSHIRE HATHAWAY INC-CL B	11
.	BERKSHIRE HATHAWAY INC-CL B	11

Additional	BERKSHIRE HATHAWAY INC-CL B	11
Qualifications	BERKSHIRE HATHAWAY INC-CL B	11
:	BERKSHIRE HATHAWAY INC-CL B	11
Gregory	BERKSHIRE HATHAWAY INC-CL B	11
Abel	BERKSHIRE HATHAWAY INC-CL B	11
brings	BERKSHIRE HATHAWAY INC-CL B	11
to	BERKSHIRE HATHAWAY INC-CL B	11
the	BERKSHIRE HATHAWAY INC-CL B	11
Board	BERKSHIRE HATHAWAY INC-CL B	11
his	BERKSHIRE HATHAWAY INC-CL B	11
26	BERKSHIRE HATHAWAY INC-CL B	11
years	BERKSHIRE HATHAWAY INC-CL B	11
of	BERKSHIRE HATHAWAY INC-CL B	11
experience	BERKSHIRE HATHAWAY INC-CL B	11
in	BERKSHIRE HATHAWAY INC-CL B	11
various	BERKSHIRE HATHAWAY INC-CL B	11
positions	BERKSHIRE HATHAWAY INC-CL B	11
at	BERKSHIRE HATHAWAY INC-CL B	11
BHE	BERKSHIRE HATHAWAY INC-CL B	11
,	BERKSHIRE HATHAWAY INC-CL B	11
including	BERKSHIRE HATHAWAY INC-CL B	11
serving	BERKSHIRE HATHAWAY INC-CL B	11
as	BERKSHIRE HATHAWAY INC-CL B	11
its	BERKSHIRE HATHAWAY INC-CL B	11
CEO	BERKSHIRE HATHAWAY INC-CL B	11
.	BERKSHIRE HATHAWAY INC-CL B	11

He	BERKSHIRE HATHAWAY INC-CL B	11
also	BERKSHIRE HATHAWAY INC-CL B	11
brings	BERKSHIRE HATHAWAY INC-CL B	11
to	BERKSHIRE HATHAWAY INC-CL B	11
the	BERKSHIRE HATHAWAY INC-CL B	11
board	BERKSHIRE HATHAWAY INC-CL B	11
his	BERKSHIRE HATHAWAY INC-CL B	11
experience	BERKSHIRE HATHAWAY INC-CL B	11
as	BERKSHIRE HATHAWAY INC-CL B	11
a	BERKSHIRE HATHAWAY INC-CL B	11
director	BERKSHIRE HATHAWAY INC-CL B	11
of	BERKSHIRE HATHAWAY INC-CL B	11
The	BERKSHIRE HATHAWAY INC-CL B	11
Kraft	BERKSHIRE HATHAWAY INC-CL B	11
Heinz	BERKSHIRE HATHAWAY INC-CL B	11
Company	BERKSHIRE HATHAWAY INC-CL B	11
.	BERKSHIRE HATHAWAY INC-CL B	11

HOWARD	BERKSHIRE HATHAWAY INC-CL B	12
G.	BERKSHIRE HATHAWAY INC-CL B	12
BUFFETT	BERKSHIRE HATHAWAY INC-CL B	12
,	BERKSHIRE HATHAWAY INC-CL B	12
age	BERKSHIRE HATHAWAY INC-CL B	12
64	BERKSHIRE HATHAWAY INC-CL B	12
,	BERKSHIRE HATHAWAY INC-CL B	12
has	BERKSHIRE HATHAWAY INC-CL B	12
been	BERKSHIRE HATHAWAY INC-CL B	12
a	BERKSHIRE HATHAWAY INC-CL B	12
director	BERKSHIRE HATHAWAY INC-CL B	12
of	BERKSHIRE HATHAWAY INC-CL B	12
the	BERKSHIRE HATHAWAY INC-CL B	12
Corporation	BERKSHIRE HATHAWAY INC-CL B	12
since	BERKSHIRE HATHAWAY INC-CL B	12
1993	BERKSHIRE HATHAWAY INC-CL B	12
.	BERKSHIRE HATHAWAY INC-CL B	12

Mr.	BERKSHIRE HATHAWAY INC-CL B	12
Buffett	BERKSHIRE HATHAWAY INC-CL B	12
is	BERKSHIRE HATHAWAY INC-CL B	12
currently	BERKSHIRE HATHAWAY INC-CL B	12
Undersheriff	BERKSHIRE HATHAWAY INC-CL B	12
of	BERKSHIRE HATHAWAY INC-CL B	12
Macon	BERKSHIRE HATHAWAY INC-CL B	12
County	BERKSHIRE HATHAWAY INC-CL B	12
,	BERKSHIRE HATHAWAY INC-CL B	12
Illinois	BERKSHIRE HATHAWAY INC-CL B	12
and	BERKSHIRE HATHAWAY INC-CL B	12
was	BERKSHIRE HATHAWAY INC-CL B	12
its	BERKSHIRE HATHAWAY INC-CL B	12
Sheriff	BERKSHIRE HATHAWAY INC-CL B	12
between	BERKSHIRE HATHAWAY INC-CL B	12
September	BERKSHIRE HATHAWAY INC-CL B	12
2017	BERKSHIRE HATHAWAY INC-CL B	12
and	BERKSHIRE HATHAWAY INC-CL B	12
December	BERKSHIRE HATHAWAY INC-CL B	12
2018	BERKSHIRE HATHAWAY INC-CL B	12
.	BERKSHIRE HATHAWAY INC-CL B	12

Since	BERKSHIRE HATHAWAY INC-CL B	12
2013	BERKSHIRE HATHAWAY INC-CL B	12
,	BERKSHIRE HATHAWAY INC-CL B	12
Mr.	BERKSHIRE HATHAWAY INC-CL B	12
Buffett	BERKSHIRE HATHAWAY INC-CL B	12
has	BERKSHIRE HATHAWAY INC-CL B	12
been	BERKSHIRE HATHAWAY INC-CL B	12
the	BERKSHIRE HATHAWAY INC-CL B	12
Chairman	BERKSHIRE HATHAWAY INC-CL B	12
and	BERKSHIRE HATHAWAY INC-CL B	12
Chief	BERKSHIRE HATHAWAY INC-CL B	12
Executive	BERKSHIRE HATHAWAY INC-CL B	12
Officer	BERKSHIRE HATHAWAY INC-CL B	12
of	BERKSHIRE HATHAWAY INC-CL B	12
the	BERKSHIRE HATHAWAY INC-CL B	12
Howard	BERKSHIRE HATHAWAY INC-CL B	12
G.	BERKSHIRE HATHAWAY INC-CL B	12
Buffett	BERKSHIRE HATHAWAY INC-CL B	12
Foundation	BERKSHIRE HATHAWAY INC-CL B	12
,	BERKSHIRE HATHAWAY INC-CL B	12
a	BERKSHIRE HATHAWAY INC-CL B	12
charitable	BERKSHIRE HATHAWAY INC-CL B	12
foundation	BERKSHIRE HATHAWAY INC-CL B	12
that	BERKSHIRE HATHAWAY INC-CL B	12
directs	BERKSHIRE HATHAWAY INC-CL B	12
funding	BERKSHIRE HATHAWAY INC-CL B	12
for	BERKSHIRE HATHAWAY INC-CL B	12
humanitarian	BERKSHIRE HATHAWAY INC-CL B	12
and	BERKSHIRE HATHAWAY INC-CL B	12
conservation	BERKSHIRE HATHAWAY INC-CL B	12
related	BERKSHIRE HATHAWAY INC-CL B	12
issues	BERKSHIRE HATHAWAY INC-CL B	12
.	BERKSHIRE HATHAWAY INC-CL B	12

Between	BERKSHIRE HATHAWAY INC-CL B	12
1999	BERKSHIRE HATHAWAY INC-CL B	12
and	BERKSHIRE HATHAWAY INC-CL B	12
2013	BERKSHIRE HATHAWAY INC-CL B	12
,	BERKSHIRE HATHAWAY INC-CL B	12
he	BERKSHIRE HATHAWAY INC-CL B	12
served	BERKSHIRE HATHAWAY INC-CL B	12
as	BERKSHIRE HATHAWAY INC-CL B	12
the	BERKSHIRE HATHAWAY INC-CL B	12
President	BERKSHIRE HATHAWAY INC-CL B	12
of	BERKSHIRE HATHAWAY INC-CL B	12
the	BERKSHIRE HATHAWAY INC-CL B	12
Howard	BERKSHIRE HATHAWAY INC-CL B	12
G.	BERKSHIRE HATHAWAY INC-CL B	12
Buffett	BERKSHIRE HATHAWAY INC-CL B	12
Foundation	BERKSHIRE HATHAWAY INC-CL B	12
.	BERKSHIRE HATHAWAY INC-CL B	12

He	BERKSHIRE HATHAWAY INC-CL B	12
was	BERKSHIRE HATHAWAY INC-CL B	12
a	BERKSHIRE HATHAWAY INC-CL B	12
director	BERKSHIRE HATHAWAY INC-CL B	12
of	BERKSHIRE HATHAWAY INC-CL B	12
The	BERKSHIRE HATHAWAY INC-CL B	12
Coca-Cola	BERKSHIRE HATHAWAY INC-CL B	12
Company	BERKSHIRE HATHAWAY INC-CL B	12
until	BERKSHIRE HATHAWAY INC-CL B	12
April	BERKSHIRE HATHAWAY INC-CL B	12
2017	BERKSHIRE HATHAWAY INC-CL B	12
,	BERKSHIRE HATHAWAY INC-CL B	12
Lindsay	BERKSHIRE HATHAWAY INC-CL B	12
Corporation	BERKSHIRE HATHAWAY INC-CL B	12
until	BERKSHIRE HATHAWAY INC-CL B	12
January	BERKSHIRE HATHAWAY INC-CL B	12
2016	BERKSHIRE HATHAWAY INC-CL B	12
and	BERKSHIRE HATHAWAY INC-CL B	12
Sloan	BERKSHIRE HATHAWAY INC-CL B	12
Implement	BERKSHIRE HATHAWAY INC-CL B	12
Company	BERKSHIRE HATHAWAY INC-CL B	12
until	BERKSHIRE HATHAWAY INC-CL B	12
May	BERKSHIRE HATHAWAY INC-CL B	12
2015	BERKSHIRE HATHAWAY INC-CL B	12
.	BERKSHIRE HATHAWAY INC-CL B	12

Additional	BERKSHIRE HATHAWAY INC-CL B	12
Qualifications	BERKSHIRE HATHAWAY INC-CL B	12
:	BERKSHIRE HATHAWAY INC-CL B	12
Howard	BERKSHIRE HATHAWAY INC-CL B	12
Buffett	BERKSHIRE HATHAWAY INC-CL B	12
brings	BERKSHIRE HATHAWAY INC-CL B	12
to	BERKSHIRE HATHAWAY INC-CL B	12
the	BERKSHIRE HATHAWAY INC-CL B	12
Board	BERKSHIRE HATHAWAY INC-CL B	12
his	BERKSHIRE HATHAWAY INC-CL B	12
experience	BERKSHIRE HATHAWAY INC-CL B	12
as	BERKSHIRE HATHAWAY INC-CL B	12
the	BERKSHIRE HATHAWAY INC-CL B	12
owner	BERKSHIRE HATHAWAY INC-CL B	12
of	BERKSHIRE HATHAWAY INC-CL B	12
a	BERKSHIRE HATHAWAY INC-CL B	12
small	BERKSHIRE HATHAWAY INC-CL B	12
business	BERKSHIRE HATHAWAY INC-CL B	12
,	BERKSHIRE HATHAWAY INC-CL B	12
as	BERKSHIRE HATHAWAY INC-CL B	12
a	BERKSHIRE HATHAWAY INC-CL B	12
past	BERKSHIRE HATHAWAY INC-CL B	12
senior	BERKSHIRE HATHAWAY INC-CL B	12
executive	BERKSHIRE HATHAWAY INC-CL B	12
of	BERKSHIRE HATHAWAY INC-CL B	12
a	BERKSHIRE HATHAWAY INC-CL B	12
public	BERKSHIRE HATHAWAY INC-CL B	12
corporation	BERKSHIRE HATHAWAY INC-CL B	12
,	BERKSHIRE HATHAWAY INC-CL B	12
as	BERKSHIRE HATHAWAY INC-CL B	12
a	BERKSHIRE HATHAWAY INC-CL B	12
director	BERKSHIRE HATHAWAY INC-CL B	12
of	BERKSHIRE HATHAWAY INC-CL B	12
public	BERKSHIRE HATHAWAY INC-CL B	12
corporations	BERKSHIRE HATHAWAY INC-CL B	12
and	BERKSHIRE HATHAWAY INC-CL B	12
as	BERKSHIRE HATHAWAY INC-CL B	12
the	BERKSHIRE HATHAWAY INC-CL B	12
Chairman	BERKSHIRE HATHAWAY INC-CL B	12
and	BERKSHIRE HATHAWAY INC-CL B	12
CEO	BERKSHIRE HATHAWAY INC-CL B	12
of	BERKSHIRE HATHAWAY INC-CL B	12
a	BERKSHIRE HATHAWAY INC-CL B	12
large	BERKSHIRE HATHAWAY INC-CL B	12
charitable	BERKSHIRE HATHAWAY INC-CL B	12
foundation	BERKSHIRE HATHAWAY INC-CL B	12
.	BERKSHIRE HATHAWAY INC-CL B	12

STEPHEN	BERKSHIRE HATHAWAY INC-CL B	13
B.	BERKSHIRE HATHAWAY INC-CL B	13
BURKE	BERKSHIRE HATHAWAY INC-CL B	13
,	BERKSHIRE HATHAWAY INC-CL B	13
age	BERKSHIRE HATHAWAY INC-CL B	13
60	BERKSHIRE HATHAWAY INC-CL B	13
,	BERKSHIRE HATHAWAY INC-CL B	13
has	BERKSHIRE HATHAWAY INC-CL B	13
been	BERKSHIRE HATHAWAY INC-CL B	13
a	BERKSHIRE HATHAWAY INC-CL B	13
director	BERKSHIRE HATHAWAY INC-CL B	13
of	BERKSHIRE HATHAWAY INC-CL B	13
the	BERKSHIRE HATHAWAY INC-CL B	13
Corporation	BERKSHIRE HATHAWAY INC-CL B	13
since	BERKSHIRE HATHAWAY INC-CL B	13
2009	BERKSHIRE HATHAWAY INC-CL B	13
.	BERKSHIRE HATHAWAY INC-CL B	13

Mr.	BERKSHIRE HATHAWAY INC-CL B	13
Burke	BERKSHIRE HATHAWAY INC-CL B	13
has	BERKSHIRE HATHAWAY INC-CL B	13
been	BERKSHIRE HATHAWAY INC-CL B	13
the	BERKSHIRE HATHAWAY INC-CL B	13
Chief	BERKSHIRE HATHAWAY INC-CL B	13
Executive	BERKSHIRE HATHAWAY INC-CL B	13
Officer	BERKSHIRE HATHAWAY INC-CL B	13
of	BERKSHIRE HATHAWAY INC-CL B	13
NBCUniversal	BERKSHIRE HATHAWAY INC-CL B	13
and	BERKSHIRE HATHAWAY INC-CL B	13
Senior	BERKSHIRE HATHAWAY INC-CL B	13
Executive	BERKSHIRE HATHAWAY INC-CL B	13
Vice	BERKSHIRE HATHAWAY INC-CL B	13
President	BERKSHIRE HATHAWAY INC-CL B	13
of	BERKSHIRE HATHAWAY INC-CL B	13
Comcast	BERKSHIRE HATHAWAY INC-CL B	13
Corporation	BERKSHIRE HATHAWAY INC-CL B	13
since	BERKSHIRE HATHAWAY INC-CL B	13
January	BERKSHIRE HATHAWAY INC-CL B	13
2011	BERKSHIRE HATHAWAY INC-CL B	13
.	BERKSHIRE HATHAWAY INC-CL B	13

Prior	BERKSHIRE HATHAWAY INC-CL B	13
to	BERKSHIRE HATHAWAY INC-CL B	13
that	BERKSHIRE HATHAWAY INC-CL B	13
time	BERKSHIRE HATHAWAY INC-CL B	13
,	BERKSHIRE HATHAWAY INC-CL B	13
from	BERKSHIRE HATHAWAY INC-CL B	13
2004	BERKSHIRE HATHAWAY INC-CL B	13
until	BERKSHIRE HATHAWAY INC-CL B	13
January	BERKSHIRE HATHAWAY INC-CL B	13
2011	BERKSHIRE HATHAWAY INC-CL B	13
,	BERKSHIRE HATHAWAY INC-CL B	13
he	BERKSHIRE HATHAWAY INC-CL B	13
was	BERKSHIRE HATHAWAY INC-CL B	13
the	BERKSHIRE HATHAWAY INC-CL B	13
Chief	BERKSHIRE HATHAWAY INC-CL B	13
Operating	BERKSHIRE HATHAWAY INC-CL B	13
Officer	BERKSHIRE HATHAWAY INC-CL B	13
of	BERKSHIRE HATHAWAY INC-CL B	13
Comcast	BERKSHIRE HATHAWAY INC-CL B	13
Corporation	BERKSHIRE HATHAWAY INC-CL B	13
,	BERKSHIRE HATHAWAY INC-CL B	13
and	BERKSHIRE HATHAWAY INC-CL B	13
President	BERKSHIRE HATHAWAY INC-CL B	13
of	BERKSHIRE HATHAWAY INC-CL B	13
Comcast	BERKSHIRE HATHAWAY INC-CL B	13
Cable	BERKSHIRE HATHAWAY INC-CL B	13
Communications	BERKSHIRE HATHAWAY INC-CL B	13
from	BERKSHIRE HATHAWAY INC-CL B	13
1998	BERKSHIRE HATHAWAY INC-CL B	13
until	BERKSHIRE HATHAWAY INC-CL B	13
January	BERKSHIRE HATHAWAY INC-CL B	13
2010	BERKSHIRE HATHAWAY INC-CL B	13
.	BERKSHIRE HATHAWAY INC-CL B	13

He	BERKSHIRE HATHAWAY INC-CL B	13
is	BERKSHIRE HATHAWAY INC-CL B	13
also	BERKSHIRE HATHAWAY INC-CL B	13
a	BERKSHIRE HATHAWAY INC-CL B	13
director	BERKSHIRE HATHAWAY INC-CL B	13
of	BERKSHIRE HATHAWAY INC-CL B	13
JPMorgan	BERKSHIRE HATHAWAY INC-CL B	13
Chase	BERKSHIRE HATHAWAY INC-CL B	13
&	BERKSHIRE HATHAWAY INC-CL B	13
Co.	BERKSHIRE HATHAWAY INC-CL B	13
Additional	BERKSHIRE HATHAWAY INC-CL B	13
Qualifications	BERKSHIRE HATHAWAY INC-CL B	13
:	BERKSHIRE HATHAWAY INC-CL B	13
Stephen	BERKSHIRE HATHAWAY INC-CL B	13
Burke	BERKSHIRE HATHAWAY INC-CL B	13
brings	BERKSHIRE HATHAWAY INC-CL B	13
to	BERKSHIRE HATHAWAY INC-CL B	13
the	BERKSHIRE HATHAWAY INC-CL B	13
Board	BERKSHIRE HATHAWAY INC-CL B	13
his	BERKSHIRE HATHAWAY INC-CL B	13
experience	BERKSHIRE HATHAWAY INC-CL B	13
as	BERKSHIRE HATHAWAY INC-CL B	13
a	BERKSHIRE HATHAWAY INC-CL B	13
senior	BERKSHIRE HATHAWAY INC-CL B	13
executive	BERKSHIRE HATHAWAY INC-CL B	13
of	BERKSHIRE HATHAWAY INC-CL B	13
a	BERKSHIRE HATHAWAY INC-CL B	13
public	BERKSHIRE HATHAWAY INC-CL B	13
corporation	BERKSHIRE HATHAWAY INC-CL B	13
and	BERKSHIRE HATHAWAY INC-CL B	13
his	BERKSHIRE HATHAWAY INC-CL B	13
financial	BERKSHIRE HATHAWAY INC-CL B	13
expertise	BERKSHIRE HATHAWAY INC-CL B	13
as	BERKSHIRE HATHAWAY INC-CL B	13
a	BERKSHIRE HATHAWAY INC-CL B	13
director	BERKSHIRE HATHAWAY INC-CL B	13
of	BERKSHIRE HATHAWAY INC-CL B	13
a	BERKSHIRE HATHAWAY INC-CL B	13
major	BERKSHIRE HATHAWAY INC-CL B	13
banking	BERKSHIRE HATHAWAY INC-CL B	13
institution	BERKSHIRE HATHAWAY INC-CL B	13
.	BERKSHIRE HATHAWAY INC-CL B	13

SUSAN	BERKSHIRE HATHAWAY INC-CL B	14
L.	BERKSHIRE HATHAWAY INC-CL B	14
DECKER	BERKSHIRE HATHAWAY INC-CL B	14
,	BERKSHIRE HATHAWAY INC-CL B	14
age	BERKSHIRE HATHAWAY INC-CL B	14
56	BERKSHIRE HATHAWAY INC-CL B	14
,	BERKSHIRE HATHAWAY INC-CL B	14
has	BERKSHIRE HATHAWAY INC-CL B	14
been	BERKSHIRE HATHAWAY INC-CL B	14
a	BERKSHIRE HATHAWAY INC-CL B	14
director	BERKSHIRE HATHAWAY INC-CL B	14
of	BERKSHIRE HATHAWAY INC-CL B	14
the	BERKSHIRE HATHAWAY INC-CL B	14
